"Data Source","World Development Indicators",

"Last Updated Date","2017-11-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Comoros","COM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034.10155080008","981.587492990289","1058.21410686735","1084.09918949408","1019.24904669749","1048.32497429261","1025.13900397469","1055.91086802402","1052.88627667455","1061.83032068337","1173.81752641852","1198.67108591666","1215.64491347725","1236.16601038234","1264.15613509177","1310.26538212601","1353.51944109414","1367.48883961449","1366.64754971748","1370.46688388663","1383.9296940583","1414.61172325694","1448.4276861253","1487.11050669385","1508.55635310178","1504.52598064623","1522.25570620674","",
"Cabo Verde","CPV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070.91406516043","1096.28098925145","1212.19496376985","1312.82756016449","1555.2170020896","1766.82171286977","1954.75257510339","2158.37694751752","2401.0899919634","2654.42037886116","3039.91935103396","3116.71101640519","3268.9136058476","3412.64207822292","3801.92990757416","4134.49758438051","4542.1405529358","5308.13417383915","5710.16341956672","5620.53931728869","5710.34425217671","5991.77849034175","6097.22155582546","6171.85798635019","6244.74028757326","6301.69606888065","6553.03436876648","",
"Costa Rica","CRI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5033.09994187275","5200.58231878786","5662.42351116882","6052.79671201924","6299.32169595099","6533.19142922661","6574.13364760459","6893.93397015235","7286.41497983041","7527.11162305639","7829.81296167726","8139.81010264789","8397.30253575193","8793.38314665954","9289.50331735902","9817.00119402593","10697.4635440799","11714.2147112291","12329.930057934","12141.9349812074","12737.0201761635","13397.2305422386","14133.6881806511","14524.6715007822","15160.5176634231","15879.5967691064","16614.0885069627","",
"Caribbean small states","CSS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5839.87438344658","6122.78358986699","6225.72537247442","6505.08291280501","6761.85113587416","7053.68206883756","7364.16288749233","7673.11962835427","7916.8627687175","8306.72129849071","8744.00198180736","9082.11654021193","9535.5042592489","10328.436710131","11028.3357842906","11733.6147792907","12900.1296097245","13610.5502320813","14026.3988339263","13557.3041058191","13850.5813236175","14199.7642609239","14545.1889169282","14959.1197121084","15207.1492613257","15300.2277570305","15080.9115041046","",
"Cuba","CUB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49903.0285395752","","","","","","",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13171.2749618418","13359.9799061468","14556.5251959034","14649.1227077312","15519.2454617927","16875.7839785275","17104.301220444","17852.7959923135","18931.1158545757","19881.0749769923","21695.7945341996","23297.4457907604","23964.8739002452","24300.7524736383","26091.9087204275","28169.4792031185","30496.1488220344","32986.0379173231","34823.7429423545","33922.6685259088","33295.0278933853","33192.3798467826","31877.470273434","30610.7227756987","30482.562274168","31539.526825782","32580.3506395075","",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12608.5103420969","11542.6462216148","11733.9624314205","12008.0920815522","12615.869578809","13688.640800818","14538.3022393062","14679.6540927968","14864.8657719323","15289.1381559401","16132.3697481226","17556.2156951063","18141.6864571107","19361.2136786517","20781.3434045185","21909.5851740423","23751.7920408567","26058.2004212576","27784.1045712494","27567.2024606827","27659.2652379998","28797.4179611691","29047.2464395949","30485.7141541113","32357.6360807412","33743.1909005461","34711.282937188","",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19421.7661386233","20940.2397714251","21664.2588599271","21823.6976949635","22756.7767947284","23565.7104390862","24110.8010591348","24627.3449625717","25366.7887938898","26360.1471893926","27277.1103282831","28541.2438705333","29326.9120734283","29988.213385509","31439.5827304623","31968.4674473589","34261.4736480694","36436.5177697672","38028.772143518","37080.3082546896","39263.1877913261","42692.5197566424","43564.1480172353","45232.1978530818","47058.158933923","47998.8626954879","48729.5904247319","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004.7118537912","1929.09429565775","1946.38185082844","1850.40530141573","1860.4267028259","1809.65354541997","1730.36293187258","1701.20496612356","1671.6556305481","1685.948861735","1689.29947252882","1726.77689460703","1766.62228928047","1829.12816347481","1920.61213366328","2012.59957393296","2138.63174694883","2269.90748125694","2408.40562276167","2506.46796415288","2581.41660981976","2705.40558882684","2838.67447257634","2976.37808018514","3156.96526406576","3342.47732619926","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4349.51581289506","4526.97363731759","4716.44251635933","4893.2784200303","5057.36679963194","5265.16769545727","5520.16828456681","5729.92146171884","6120.49371457904","6291.25613892003","6479.60557523942","6659.196619101","6628.23380889661","7252.15198748889","7662.4873901047","7874.31206095645","8332.77524019863","9076.93972626196","9896.72174665274","9833.78832449548","9991.2406088445","10134.5278020152","10164.5917184266","10357.1689788218","10926.9638265886","10792.9615391951","10975.0647054551","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18214.3334433556","19033.4351719091","19782.7654275112","20188.2336862267","21644.0870683","22646.1981775895","23712.2338917914","24908.4064767147","25787.4021352676","26653.8293359841","28640.062432903","29517.216403631","30640.3450364796","30784.4161149968","32931.9464984683","34150.1557953743","37317.1164394444","38953.1998862021","41278.328843462","40380.9444701366","43082.7555384582","44403.3941459257","44803.9622367418","46726.853320478","47805.5727094006","48980.7917333714","49695.9675051118","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3404.30217098242","3482.00882099877","3860.47652718503","4158.21964115116","4265.18460863834","4512.22993063107","4838.46309192887","5227.70549715457","5564.32198615468","5933.91711065314","6312.2599294113","6471.26355270781","6844.55690956928","6858.15948922965","7033.12719748262","7816.30341831936","8788.88193421726","9671.43100506983","10038.0523332892","10072.8019763464","10898.5171855406","11320.9030559829","11702.3460912915","12302.1734225841","13313.9666652424","14237.0579016719","15208.9137775909","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6616.20968397166","6591.10358117068","6704.44966987854","6573.4697496503","6517.8308154531","6777.0942781639","7059.8835329511","7144.21805740023","7477.74677041132","7725.6517400144","8093.28787154941","8416.49995545778","8911.41309241456","9620.87205592612","10176.3700613677","10971.5174197142","11332.4496128554","11843.3635811419","12161.8991551954","12241.8105455674","12609.8694102618","12989.9549601294","13404.00929424","13715.3317411268","14202.8657557439","14612.6803900956","15074.9248128045","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1437.16841197855","1575.69647821235","1752.79337561903","1955.62637802086","2177.3837613923","2405.29755344298","2632.10464774933","2823.44929889773","2846.46105250279","3026.7740282131","3290.42335503242","3550.36844875162","3846.78898033195","4221.79125886121","4677.89164046681","5241.07804417401","5918.92302651753","6749.58983668052","7389.75300574625","7938.00723655839","8742.91181523414","9591.64379865999","10420.2928621581","11259.4107571791","12135.3765977181","12959.3599510647","13853.0352427585","",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2652.99129446117","2815.66098032734","2946.87532208973","3117.61117408166","3225.68398987772","3332.35976368124","3511.92079423995","3657.77984142","3696.57521669655","3784.98352160151","3979.55309560277","4073.37470141324","4148.62730371522","4379.20135030802","4724.38875794036","5124.21624982632","5567.17771006123","6016.72271466381","6312.46873239276","6428.15735677993","6866.98081786363","7290.23559755231","7606.12884726432","7966.78334094236","8387.70172602085","8746.97935465954","9142.49472216702","",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3194.15213050285","3435.81849256473","3658.53080701906","3908.20925696504","4190.98340613831","4508.6883602264","4826.65807681662","5076.82634710001","5074.47313094569","5314.24006935955","5712.74718696956","6016.15347544922","6384.95977307942","6801.59526893396","7387.74477847694","8040.33461922776","8826.87963870204","9768.96415962662","10392.9546188803","10785.6968433711","11721.3056741842","12610.3816241081","13479.3904348792","14403.9084709296","15271.6116078708","16097.6073872373","16984.8559110144","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6468.6688410708","6283.47624909897","5744.10917878481","5503.89006555608","4981.51229742966","4974.64285160167","5060.50188026225","5273.28546638765","5314.87233068909","5486.0659823428","6125.13204802867","6497.67931592556","6953.41221344516","7682.17223925062","8599.4556612093","9646.64145319725","11537.4508820362","12849.4574540019","14746.1621379368","14247.0777015055","15251.7451218273","17224.5495495112","18049.5790807041","18661.2228056995","19116.3286847554","18736.4210899411","18783.4103349753","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11547.5471915717","11839.6986390852","11869.7815006549","11939.8624000498","12156.4564782843","12611.2590890905","13065.5925894857","13639.5389612014","14139.6239005673","14700.6091560303","15832.5128687699","16663.8940864455","17432.588673775","18093.2178446177","19223.5135831691","20254.1386112864","22416.4477676294","23997.3116913954","25640.3144070483","24942.086667873","26017.9739743376","27716.0632334085","28390.35916394","29339.7564082633","30138.3006655088","30553.2548811749","31022.8848461496","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.41672331633","5083.46804861094","5187.93559160857","5294.73993947626","5514.17796863649","5633.1724454941","5714.02720964431","5940.55125471092","6079.38954228811","5768.53565627607","5855.63475390995","6120.93089577906","6360.96873310267","6555.37274179299","7169.97230475119","7664.28927281167","8110.48556053097","8366.14544413312","8920.50082665879","8889.21352587757","9163.15913647781","9926.90344109607","10512.3187519049","11037.3467676481","11506.0625940995","11474.1372191217","11286.1741256817","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3819.28637022443","3897.99614093818","4074.56201962423","4205.64327056824","4378.60984688964","4587.98486937087","4812.71810720551","5068.83033635944","5233.58739637793","5535.52196734252","5856.2217206123","6086.4197384461","6207.54169225174","6410.52373184808","6728.86131609625","7124.48986200231","7708.0475610928","8327.41081259923","8939.28213481048","9255.38392726248","9658.06521473712","9823.82328675711","10003.3542171587","10156.4148475603","10407.3397051409","10749.0945599566","11131.7164792006","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16953.9239696511","17926.4432632639","18507.5868877131","18742.4394588966","19556.5324147081","20407.9967399217","21064.2660608527","21915.4208940277","22937.6371857868","23853.1288599843","25322.7398838134","26572.9789242947","27559.6455461367","27974.3688914148","29101.0337637445","30122.9953140815","32549.1414011513","34412.7921955436","35752.0630066152","34887.1860353606","35881.7043908077","37436.4582720186","37799.4815306561","38979.046985739","39980.4373000912","41122.9316993773","41998.6730527306","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.884538154962","887.032297359895","1102.99818125117","1156.42104267754","1275.73332545174","1380.27004860676","1392.29154214059","1380.37759337174","1330.93984994087","1436.29221751617","1453.33365631842","1395.23187180889","1409.0430341793","1450.33341729727","1444.85802970892","1473.07494141085","1329.64437262065","1366.59093114871","1387.71466344319","1510.45892910899","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13626.4458519977","14401.769370558","14794.308110845","14912.5510864752","15518.8112163365","16207.6424014907","16916.966426182","17856.3669378628","19009.9592660685","19907.1614549856","21517.3296358424","22963.3784180161","24363.014919004","25054.4914933685","26198.5835963438","27702.4643073663","30832.970754158","32584.255376474","33463.1144717864","32423.6017350804","31984.1552475027","32067.1924473894","31986.5003550192","32602.0303267558","33658.1648043687","34696.3362086457","36309.8442996679","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6279.79981803635","6825.84524418006","7836.59200134544","8357.09161454928","8368.20958176921","9414.01535141414","10326.417724852","11590.6031705331","13063.9154798868","14429.6190733217","16516.1438725455","19269.0695159285","21955.6533099889","22664.0393274715","20523.3528496407","21623.4496624486","24543.0674715452","26022.4688470951","27434.5157704861","28543.2727253896","28946.7898902663","29364.7211075816","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.378823580782","390.250529415433","351.637822394624","392.975033586573","399.958897943947","419.114159507554","464.82930156216","473.037368751169","448.272271194173","464.958894732163","490.03639079122","527.317249948666","528.064520044192","512.077545771551","580.921473952381","652.106061397485","724.901694235947","807.436564543538","888.142451706092","948.224952260441","1052.10426150867","1162.78331740492","1253.24331774066","1371.98167052453","1500.59082254924","1632.34501265324","1734.91823271254","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14962.4835627587","15602.9208848718","16063.3835397157","16371.4779227061","17155.7178153246","17965.2519054142","18690.9680354235","19490.8981355446","20332.0375020978","21131.988640014","22547.1604629041","23719.3847652933","24724.2948720236","25318.1703782871","26564.3479462037","27495.316520964","29755.2393604505","31498.1034711504","32918.223558543","32148.9486274577","33275.3757339687","34703.9051890377","35241.3320606402","36444.9873302223","37553.1411052686","38705.6117607812","39629.4957193508","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1810.44521584953","1418.25402870869","1507.46352902404","1614.36407661073","1664.58151570098","1713.6418409779","1821.16973022318","1958.49051122045","2188.05649177042","2342.42953019079","2400.02249449936","2471.40995061187","2439.93472620488","2289.6585046228","2645.9675839378","2842.34420369065","3063.72650622661","3236.2742087967","3409.07586130567","3510.69973017207","3690.17657555244","3489.21683268449","3704.19993288915","3894.55557997421","4005.20240199756","4052.07143502974","4246.97426055975","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18148.2854091483","17547.1607095942","17253.2689219735","17449.3841230046","18443.074458242","19545.0978906759","20058.6836718964","21763.4677603384","23534.6123259906","24768.6467026728","26732.3060722763","27834.3436883879","28567.1712020759","28983.1838806004","31140.1407327897","31993.4072568579","34382.795897492","37688.3519186939","39969.3875987055","37868.7234107015","38812.3188865779","40683.5275821703","40620.176066035","41293.5157728524","41511.7502577757","42275.239930189","43052.7267960367","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3807.73543300453","3792.61619651118","4065.62244048988","4191.9238200272","4436.939103065","4583.86043758403","4835.60115630699","4759.29420319097","4828.09018157051","5292.48748890484","5289.88152104758","5498.34166469056","5750.99191949907","5917.52896377947","6388.9939041527","6612.74768825184","6895.23751598187","6956.30486613424","7093.550249278","6976.98370264113","7203.36569339968","7488.82938057572","7712.52116750424","8255.78535470116","8800.35983622784","9323.15657157716","9560.52499991218","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17640.6612717007","18402.6129735228","19028.3545110424","19278.0215060341","20075.1818544378","20845.7723139623","21446.3997408508","22345.5850827868","23454.0563720113","24431.7268482742","26192.6532024335","27679.8583659752","28639.3947556454","28256.6616717193","29169.4564287581","30603.4623968601","32543.3612624991","34150.6017004862","35156.3828412094","34767.1542561666","36026.982564473","37457.2842867589","37645.3102785969","39487.8385578404","40221.3854206221","41178.141818639","41466.26571099","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1785.85372967711","1932.83335679491","2003.1291640401","2163.94356813624","2154.18007427484","2322.07449401081","2274.23166879819","2169.68119292525","2263.5610697233","2339.12201579046","2510.45841422698","2619.04050276392","2679.74990347826","2787.44098926455","2777.75686562807","2939.58978107068","3039.6057768666","3073.8534037834","3071.46559595985","3140.13059444947","3269.73600894062","3410.54776208346","3491.78595037962","3415.24381165053","3347.98536713398","3497.6192619262","3593.22803351383","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12603.959619176","13452.0825670864","12982.4936281268","13456.599360213","13887.5637770578","14505.9147505578","14923.4215117896","15651.812314606","15967.9481461553","14400.8044980158","14094.9221476111","14360.7438482542","14183.6271935412","14415.8366594375","14520.1484491329","15140.0195233439","14603.7683333182","15369.088848686","14686.4558230631","14347.1680148034","15045.1636097952","15893.5153120897","16457.1571399814","17078.1714587908","17569.0202263311","17926.4290871926","18107.599416312","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16739.1467649314","17049.9559700355","17454.1128104845","18273.5084128009","19338.1608700388","20182.8181335361","21507.4503156342","22699.1637651219","23232.2408188194","23975.9731743526","26030.7288154422","27358.971886645","28630.3679604992","29898.2358949897","31617.6122824753","32274.7637422006","34332.3012070551","35151.3406865372","36068.0932304","34402.9614641747","35740.7372005297","36456.0021582619","37477.8022932488","39016.75867934","40709.1973223936","41767.2896455746","42608.9193881373","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5174.86822893522","4189.29862841771","2342.70751898451","1682.71924484684","1555.48078304164","1673.12262507415","1942.86396845216","2224.70901994107","2341.56821514743","2464.73002348505","2587.02780948458","2793.30265052067","3011.61687737918","3455.75504757794","3808.34501162892","4364.78650465253","4985.27652284394","5825.77326507009","6155.92744153496","6054.39489734577","6597.56854892246","7315.0908976643","8026.50718674543","8541.81225964198","9216.32487569483","9609.32602933432","9996.93541530215","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.69873117891","1312.8006900459","1356.54180465616","1416.54930595288","1454.74291909047","1506.462405051","1564.86974352177","1618.585518622","1672.43675844892","1730.42281006409","1790.59323991973","1857.30317636711","1920.93470377528","2008.47370731799","2123.21966021943","2260.9938369132","2415.53128031403","2520.72166260724","2733.27841163654","2814.3850234161","2997.5259544255","3404.45956595241","3699.34780501398","3940.08736961076","4075.15780228233","4184.04756382774","4293.57284988831","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","726.427246791612","729.957539596095","727.155023040899","737.859421440267","743.906416974066","761.422371510729","783.883622306768","817.950525687301","840.29821930463","870.279655755639","896.331029134577","933.072524224909","978.202759008968","991.448618563606","1022.73394991617","1065.99481025218","1103.19205882341","1127.88376143654","1180.31551739098","1159.7282427419","1170.27669394097","1214.02101552581","1257.09069219029","1277.87198108922","1276.20767565166","1260.68464323588","1310.68720399983","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980.464167917719","1008.61831376041","1033.56396828781","1059.06822317374","1053.5296007107","1055.07582778607","1067.69799684442","1107.41610882459","1125.90536064377","1181.21792543149","1236.85557154308","1297.6974852198","1235.08091890657","1303.65744395925","1388.43821206229","1374.76367271994","1387.93563282983","1430.46897278513","1494.15924167974","1552.76817711717","1622.24895235482","1534.89493825384","1603.60145794744","1654.87916258663","1647.43022302331","1691.00974386613","1689.07558990448","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1014.97141309245","1075.80534432807","1085.58987362345","1107.89627300577","1141.49480979795","1191.34734635085","1328.19095772356","1413.52860301479","1010.07231227977","1018.32755437331","1078.20723384279","1105.32781576379","1088.89384477551","1093.52157511788","1129.69839196961","1188.93676675468","1225.51864525102","1268.5643770537","1303.48847614836","1324.14926946143","1365.14795741253","1484.95090719497","1447.0504058448","1444.25722016497","1468.81884817443","1516.48438765422","1581.71042481489","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646.012805351637","640.032459014709","853.925555465583","938.807170881478","1080.6474003783","1250.57367936611","2043.80228700759","4999.494651711","6011.99854560297","7368.03553684387","8554.62758357766","13726.6340440764","15984.2427047391","17823.7532919607","24219.667671626","27933.4654483602","29643.9263504681","33513.7421054508","38441.3483297428","37496.5682212741","33041.1883529952","34363.1529063453","36288.4062684229","33877.5422420033","32859.5916329716","29000.9176476992","25535.1059252948","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13290.1818315717","13989.30860339","14298.742476802","14320.2304697656","14842.9694772044","15398.5938508318","16130.0835427736","17142.1596130449","18015.1668036265","18464.7321030753","19503.8794318906","21011.6592287609","22615.9356489706","23868.7332120792","25455.2481156426","25577.5240795599","28535.9234262791","29280.4397580748","30856.0118268477","30396.431358961","28202.8333605299","26141.3195918975","25284.4640766238","26097.8719008736","26430.5510184935","26357.9379571683","26783.0245740957","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4680.4590580767","4894.56455266045","4925.53559176166","4888.27599077023","5020.67281120164","5190.15137723659","5489.83205026548","5844.94176779235","6590.00759832813","7143.70960511161","7650.04492066059","7648.71243333686","8013.32839432602","8922.58801466765","9083.64360303752","10590.1681815382","10445.5187785766","11347.1334934116","11640.8645214303","10915.0675874433","10951.8841081545","11220.828366136","11252.0234242385","11655.4074601893","12682.8849184727","13558.7990689919","13927.5034361175","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3296.80212677172","3449.43998314972","3612.94663878003","3755.15055173751","3898.13758596801","4081.59352046623","4183.30405531039","4342.31214947243","4506.85042710327","4645.98509760196","4811.82562076063","4920.47503619634","5068.51924321412","5176.76360612651","5359.66910995041","5582.00875802146","5926.81529003102","6324.93878582169","6515.05758299598","6456.22189555523","6578.24729507297","6844.4956401592","7026.19387401792","7249.27875612849","7529.07233187159","7764.77359410817","7946.7716191709","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1833.88089978844","2005.68120014055","2200.68738941604","2420.7977400882","2665.85087178204","2846.08432621563","3124.16807081288","3381.50460461099","3371.13924303704","3536.85726541435","3576.90107145394","3745.89101101999","3845.30613275171","3882.69718035303","4121.99425122703","4175.28758059035","4532.43747754215","4991.2529470367","5200.5699926637","5418.47164347197","5717.7597725588","6132.2141422387","6511.27854845159","6916.09547857289","7259.44703630982","7520.03423187792","7818.90052217405","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18272.5713269769","19050.4908644377","19813.5183831414","20434.4887653548","21412.8539217268","22341.3694441505","23328.1255935684","24378.5389574699","25184.2762737038","26227.2779106325","27873.1399260524","28821.0723790024","29733.5042672436","30724.2809769545","32445.6747244114","34013.7408432626","36181.5531306913","37917.0978393898","38827.971340405","37790.56052621","39222.3420840005","40781.6355716758","41901.0148482571","43315.693480033","44585.101913484","45757.9799471725","46704.303305856","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17434.3572392088","18884.5970077852","20347.7872221165","21746.9284352346","23025.8828502133","23592.2981291584","23958.6324001627","25399.0772377066","23963.4857330319","24703.03180613","26962.5877702204","27528.0765851019","28288.1827487933","29792.8503606717","33016.8404575354","36437.4920002575","39940.8500592957","43280.9737672063","44800.2197136994","43935.6849639026","47134.5689688841","50085.9593288483","51274.0572653412","53472.2307205948","55514.510938702","56951.9637180909","58552.7122159011","",
