Indicator	iso3	Year	Value	Flag
SP_DYN_IMRT_IN	ZMB	2006	64.9	
SP_DYN_IMRT_IN	ZMB	2007	61.3	
SP_DYN_IMRT_IN	ZMB	2008	58.7	
SP_DYN_IMRT_IN	ZMB	2009	55.6	
SP_DYN_IMRT_IN	ZMB	2010	52.9	
SP_DYN_IMRT_IN	ZMB	2011	51.1	
SP_DYN_IMRT_IN	ZMB	2012	49.0	
SP_DYN_IMRT_IN	ZMB	2013	46.5	
SP_DYN_IMRT_IN	ZMB	2014	44.7	
SP_DYN_IMRT_IN	ZMB	2015	43.3	
SP_DYN_IMRT_IN	ZWE	2003	61.9	
SP_DYN_IMRT_IN	ZWE	2004	61.5	
SP_DYN_IMRT_IN	ZWE	2005	61.0	
SP_DYN_IMRT_IN	ZWE	2006	60.3	
SP_DYN_IMRT_IN	ZWE	2007	59.9	
SP_DYN_IMRT_IN	ZWE	2008	58.9	
SP_DYN_IMRT_IN	ZWE	2009	57.7	
SP_DYN_IMRT_IN	ZWE	2010	55.8	
SP_DYN_IMRT_IN	ZWE	2011	54.0	
SP_DYN_IMRT_IN	ZWE	2012	49.4	
SP_DYN_IMRT_IN	ZWE	2013	48.8	
SP_DYN_IMRT_IN	ZWE	2014	47.6	
SP_DYN_IMRT_IN	ZWE	2015	46.6	
SP_DYN_IMRT_IN	SRB	2003	9.2	
SP_DYN_IMRT_IN	SRB	2004	8.3	
SP_DYN_IMRT_IN	SRB	2005	7.7	
SP_DYN_IMRT_IN	SRB	2006	7.3	
SP_DYN_IMRT_IN	SRB	2007	7.1	
SP_DYN_IMRT_IN	SRB	2008	7.0	
SP_DYN_IMRT_IN	SRB	2009	6.8	
SP_DYN_IMRT_IN	SRB	2010	6.6	
SP_DYN_IMRT_IN	SRB	2011	6.4	
SP_DYN_IMRT_IN	SRB	2012	6.2	
SP_DYN_IMRT_IN	SRB	2013	6.0	
SP_DYN_IMRT_IN	SRB	2014	6.0	
SP_DYN_IMRT_IN	SRB	2015	5.9	
SP_DYN_IMRT_IN	MNE	2003	10.9	
SP_DYN_IMRT_IN	MNE	2004	10.1	
SP_DYN_IMRT_IN	MNE	2005	9.5	
SP_DYN_IMRT_IN	MNE	2006	8.8	
SP_DYN_IMRT_IN	MNE	2007	8.2	
SP_DYN_IMRT_IN	MNE	2008	7.4	
SP_DYN_IMRT_IN	MNE	2009	6.8	
SP_DYN_IMRT_IN	MNE	2010	6.3	
SP_DYN_IMRT_IN	MNE	2011	5.7	
SP_DYN_IMRT_IN	MNE	2012	5.3	
SP_DYN_IMRT_IN	MNE	2013	4.9	
SP_DYN_IMRT_IN	MNE	2014	4.6	
SP_DYN_IMRT_IN	MNE	2015	4.3	
SP_POP_GROW	AUS	2003	1.234	
SP_POP_GROW	AUS	2004	1.15935	
SP_POP_GROW	AUS	2005	1.31979	
SP_POP_GROW	AUS	2006	1.4752299999999998	
SP_POP_GROW	AUS	2007	0.62468	
SP_POP_GROW	AUS	2008	2.00402	
SP_POP_GROW	AUS	2009	2.06105	
SP_POP_GROW	AUS	2010	1.55549	
SP_POP_GROW	AUS	2011	1.38953	
SP_POP_GROW	AUS	2012	1.7229	
SP_POP_GROW	AUS	2013	1.69747	
SP_POP_GROW	AUS	2014	1.48874	
SP_POP_GROW	AUS	2015	1.3423100000000001	
SP_POP_GROW	AUT	2003	0.48713	
SP_POP_GROW	AUT	2004	0.62041	
SP_POP_GROW	AUT	2005	0.6812699999999999	
SP_POP_GROW	AUT	2006	0.4948	
SP_POP_GROW	AUT	2007	0.32415	
SP_POP_GROW	AUT	2008	0.31304	
SP_POP_GROW	AUT	2009	0.26195	
SP_POP_GROW	AUT	2010	0.24039000000000002	
SP_POP_GROW	AUT	2011	0.33708	
SP_POP_GROW	AUT	2012	0.45593999999999996	
SP_POP_GROW	AUT	2013	0.5841	
SP_POP_GROW	AUT	2014	0.73087	
SP_POP_GROW	AUT	2015	0.81053	
SP_POP_GROW	BEL	2003	0.41863999999999996	
SP_POP_GROW	BEL	2004	0.43278999999999995	
SP_POP_GROW	BEL	2005	0.55006	
SP_POP_GROW	BEL	2006	0.65956	
SP_POP_GROW	BEL	2007	0.73433	
SP_POP_GROW	BEL	2008	0.78998	
SP_POP_GROW	BEL	2009	0.8046	
SP_POP_GROW	BEL	2010	0.91364	
SP_POP_GROW	BEL	2011	1.38685	
SP_POP_GROW	BEL	2012	0.7260300000000001	
SP_POP_GROW	BEL	2013	0.48918	
SP_POP_GROW	BEL	2014	0.43183999999999995	
SP_POP_GROW	BEL	2015	0.48415	
SP_POP_GROW	CAN	2003	0.99623	
SP_POP_GROW	CAN	2004	1.00203	
SP_POP_GROW	CAN	2005	0.9859	
SP_POP_GROW	CAN	2006	0.79684	
SP_POP_GROW	CAN	2007	0.96985	
SP_POP_GROW	CAN	2008	1.0822	
SP_POP_GROW	CAN	2009	1.1448399999999999	
SP_POP_GROW	CAN	2010	1.11396	
SP_POP_GROW	CAN	2011	0.98762	
SP_POP_GROW	CAN	2012	1.1830200000000002	
SP_POP_GROW	CAN	2013	1.1559	
SP_POP_GROW	CAN	2014	1.09807	
SP_POP_GROW	CAN	2015	0.86313	
SP_POP_GROW	CZE	2003	-0.02862	
SP_POP_GROW	CZE	2004	0.030430000000000002	
SP_POP_GROW	CZE	2005	0.13833	
SP_POP_GROW	CZE	2006	0.2708	
SP_POP_GROW	CZE	2007	0.58354	
SP_POP_GROW	CZE	2008	0.8294100000000001	
SP_POP_GROW	CZE	2009	0.5697300000000001	
SP_POP_GROW	CZE	2010	0.29136	
SP_POP_GROW	CZE	2011	0.20675	
SP_POP_GROW	CZE	2012	0.13993	
SP_POP_GROW	CZE	2013	0.03317	
SP_POP_GROW	CZE	2014	0.10528	
SP_POP_GROW	CZE	2015	0.24550999999999998	
SP_POP_GROW	DNK	2003	0.27201	
SP_POP_GROW	DNK	2004	0.25843	
SP_POP_GROW	DNK	2005	0.27548	
SP_POP_GROW	DNK	2006	0.32865	
SP_POP_GROW	DNK	2007	0.44347	
SP_POP_GROW	DNK	2008	0.58755	
SP_POP_GROW	DNK	2009	0.53508	
SP_POP_GROW	DNK	2010	0.4442	
SP_POP_GROW	DNK	2011	0.41173999999999994	
SP_POP_GROW	DNK	2012	0.37627	
SP_POP_GROW	DNK	2013	0.4169	
SP_POP_GROW	DNK	2014	0.50705	
SP_POP_GROW	DNK	2015	0.57471	
SP_POP_GROW	FIN	2003	0.23845999999999998	
SP_POP_GROW	FIN	2004	0.29035	
SP_POP_GROW	FIN	2005	0.34225	
SP_POP_GROW	FIN	2006	0.38378	
SP_POP_GROW	FIN	2007	0.42543000000000003	
SP_POP_GROW	FIN	2008	0.46555	
SP_POP_GROW	FIN	2009	0.47825	
SP_POP_GROW	FIN	2010	0.45748999999999995	
SP_POP_GROW	FIN	2011	0.46356	
SP_POP_GROW	FIN	2012	0.47581	
SP_POP_GROW	FIN	2013	0.46071999999999996	
SP_POP_GROW	FIN	2014	0.41356000000000004	
SP_POP_GROW	FIN	2015	0.37467	
SP_POP_GROW	FRA	2003	0.70878	
SP_POP_GROW	FRA	2004	0.73632	
SP_POP_GROW	FRA	2005	0.7538100000000001	
SP_POP_GROW	FRA	2006	0.69719	
SP_POP_GROW	FRA	2007	0.61871	
SP_POP_GROW	FRA	2008	0.55886	
SP_POP_GROW	FRA	2009	0.51449	
SP_POP_GROW	FRA	2010	0.49404	
SP_POP_GROW	FRA	2011	0.48363999999999996	
SP_POP_GROW	FRA	2012	0.48398	
SP_POP_GROW	FRA	2013	0.47452	
SP_POP_GROW	FRA	2014	0.7909	
SP_POP_GROW	FRA	2015	0.46876999999999996	
SP_POP_GROW	DEU	2003	0.05536	
SP_POP_GROW	DEU	2004	-0.02171	
SP_POP_GROW	DEU	2005	-0.05678	
SP_POP_GROW	DEU	2006	-0.1128	
SP_POP_GROW	DEU	2007	-0.13372	
SP_POP_GROW	DEU	2008	-0.19014	
SP_POP_GROW	DEU	2009	-0.25338	
SP_POP_GROW	DEU	2010	-0.1532	
SP_POP_GROW	DEU	2011	0.02536	
SP_POP_GROW	DEU	2012	-1.69135	
SP_POP_GROW	DEU	2013	2.10016	
SP_POP_GROW	DEU	2014	-1.41038	
SP_POP_GROW	DEU	2015	0.53037	
SP_POP_GROW	GRC	2003	0.23864000000000002	
SP_POP_GROW	GRC	2004	0.24741	
SP_POP_GROW	GRC	2005	0.29325	
SP_POP_GROW	GRC	2006	0.30033000000000004	
SP_POP_GROW	GRC	2007	0.25476	
SP_POP_GROW	GRC	2008	0.26546	
SP_POP_GROW	GRC	2009	0.26303000000000004	
SP_POP_GROW	GRC	2010	0.12888	
SP_POP_GROW	GRC	2011	-0.14795	
SP_POP_GROW	GRC	2012	-0.54075	
SP_POP_GROW	GRC	2013	-0.72512	
SP_POP_GROW	GRC	2014	-0.6661100000000001	
SP_POP_GROW	GRC	2015	-0.63254	
SP_POP_GROW	HUN	2003	-0.28643	
SP_POP_GROW	HUN	2004	-0.22144	
SP_POP_GROW	HUN	2005	-0.19888	
SP_POP_GROW	HUN	2006	-0.15572	
SP_POP_GROW	HUN	2007	-0.15492	
SP_POP_GROW	HUN	2008	-0.1751	
SP_POP_GROW	HUN	2009	-0.15491	
SP_POP_GROW	HUN	2010	-0.22601	
SP_POP_GROW	HUN	2011	-0.28336	
SP_POP_GROW	HUN	2012	-0.51644	
SP_POP_GROW	HUN	2013	-0.27537	
SP_POP_GROW	HUN	2014	-0.26938	
SP_POP_GROW	HUN	2015	-0.22100999999999998	
SP_POP_GROW	ISL	2003	0.6925	
SP_POP_GROW	ISL	2004	0.8779399999999999	
SP_POP_GROW	ISL	2005	1.58289	
SP_POP_GROW	ISL	2006	2.34742	
SP_POP_GROW	ISL	2007	2.53009	
SP_POP_GROW	ISL	2008	1.8595700000000002	
SP_POP_GROW	ISL	2009	0.34124	
SP_POP_GROW	ISL	2010	-0.1439	
SP_POP_GROW	ISL	2011	0.30546999999999996	
SP_POP_GROW	ISL	2012	0.5321	
SP_POP_GROW	ISL	2013	0.94589	
SP_POP_GROW	ISL	2014	1.1125	
SP_POP_GROW	ISL	2015	1.04436	
SP_POP_GROW	IRL	2003	1.62895	
SP_POP_GROW	IRL	2004	1.8283099999999999	
SP_POP_GROW	IRL	2005	2.1787	
SP_POP_GROW	IRL	2006	2.69601	
SP_POP_GROW	IRL	2007	2.8909599999999998	
SP_POP_GROW	IRL	2008	2.03871	
SP_POP_GROW	IRL	2009	1.01566	
SP_POP_GROW	IRL	2010	0.54488	
SP_POP_GROW	IRL	2011	0.36421	
SP_POP_GROW	IRL	2012	0.2205	
SP_POP_GROW	IRL	2013	0.24816	
SP_POP_GROW	IRL	2014	0.41085	
SP_POP_GROW	IRL	2015	0.5072	
SP_POP_GROW	JPN	2003	0.2139800000000001	
SP_POP_GROW	JPN	2004	0.03366	
SP_POP_GROW	JPN	2005	0.00939	
SP_POP_GROW	JPN	2006	0.06337000000000001	
SP_POP_GROW	JPN	2007	0.11490999999999996	
SP_POP_GROW	JPN	2008	0.04843	
SP_POP_GROW	JPN	2009	-0.012490000000000001	
SP_POP_GROW	JPN	2010	0.01796	
SP_POP_GROW	JPN	2011	-0.19752999999999998	
SP_POP_GROW	JPN	2012	-0.20032	
SP_POP_GROW	JPN	2013	-0.17487	
SP_POP_GROW	JPN	2014	-0.16255	
SP_POP_GROW	JPN	2015	-0.13643	
SP_POP_GROW	KOR	2003	0.49671000000000004	
SP_POP_GROW	KOR	2004	0.37561	
SP_POP_GROW	KOR	2005	0.20517	
SP_POP_GROW	KOR	2006	0.48465	
SP_POP_GROW	KOR	2007	0.46552	
SP_POP_GROW	KOR	2008	0.7197600000000001	
SP_POP_GROW	KOR	2009	0.47557	
SP_POP_GROW	KOR	2010	0.46318000000000004	
SP_POP_GROW	KOR	2011	0.7441800000000001	
SP_POP_GROW	KOR	2012	0.45098	
SP_POP_GROW	KOR	2013	0.42949	
SP_POP_GROW	KOR	2014	0.40596	
SP_POP_GROW	KOR	2015	0.3822	
SP_POP_GROW	LUX	2003	1.2152	
SP_POP_GROW	LUX	2004	1.42133	
SP_POP_GROW	LUX	2005	1.53005	
SP_POP_GROW	LUX	2006	1.59505	
SP_POP_GROW	LUX	2007	1.54439	
SP_POP_GROW	LUX	2008	1.7875	
SP_POP_GROW	LUX	2009	1.85178	
SP_POP_GROW	LUX	2010	1.8254099999999998	
SP_POP_GROW	LUX	2011	2.22266	
SP_POP_GROW	LUX	2012	2.4015400000000002	
SP_POP_GROW	LUX	2013	2.31118	
SP_POP_GROW	LUX	2014	2.35698	
SP_POP_GROW	LUX	2015	2.37259	
SP_POP_GROW	MEX	2003	1.23326	
SP_POP_GROW	MEX	2004	1.27302	
SP_POP_GROW	MEX	2005	1.36703	
SP_POP_GROW	MEX	2006	1.47875	
SP_POP_GROW	MEX	2007	1.5647	
SP_POP_GROW	MEX	2008	1.60753	
SP_POP_GROW	MEX	2009	1.5901	
SP_POP_GROW	MEX	2010	1.53077	
SP_POP_GROW	MEX	2011	1.4626700000000001	
SP_POP_GROW	MEX	2012	1.40715	
SP_POP_GROW	MEX	2013	1.35809	
SP_POP_GROW	MEX	2014	1.32122	
SP_POP_GROW	MEX	2015	1.29271	
SP_POP_GROW	NLD	2003	0.4718100000000001	
SP_POP_GROW	NLD	2004	0.34748	
SP_POP_GROW	NLD	2005	0.23365999999999998	
SP_POP_GROW	NLD	2006	0.16061	
SP_POP_GROW	NLD	2007	0.21752	
SP_POP_GROW	NLD	2008	0.38929	
SP_POP_GROW	NLD	2009	0.5142800000000001	
SP_POP_GROW	NLD	2010	0.5129199999999999	
SP_POP_GROW	NLD	2011	0.46643	
SP_POP_GROW	NLD	2012	0.37006	
SP_POP_GROW	NLD	2013	0.29481999999999997	
SP_POP_GROW	NLD	2014	0.35983000000000004	
SP_POP_GROW	NLD	2015	0.42313	
SP_POP_GROW	NZL	2003	1.9735599999999998	
SP_POP_GROW	NZL	2004	1.48622	
SP_POP_GROW	NZL	2005	1.12877	
SP_POP_GROW	NZL	2006	1.21898	
SP_POP_GROW	NZL	2007	0.9324100000000001	
SP_POP_GROW	NZL	2008	0.8487	
SP_POP_GROW	NZL	2009	0.9997299999999999	
SP_POP_GROW	NZL	2010	1.1117299999999999	
SP_POP_GROW	NZL	2011	0.76248	
SP_POP_GROW	NZL	2012	0.5482199999999999	
SP_POP_GROW	NZL	2013	0.76835	
SP_POP_GROW	NZL	2014	1.51034	
SP_POP_GROW	NZL	2015	1.88905	
SP_POP_GROW	NOR	2003	0.58653	
SP_POP_GROW	NOR	2004	0.5909300000000001	
SP_POP_GROW	NOR	2005	0.68107	
SP_POP_GROW	NOR	2006	0.8053899999999999	
SP_POP_GROW	NOR	2007	1.03473	
SP_POP_GROW	NOR	2008	1.24633	
SP_POP_GROW	NOR	2009	1.2611299999999999	
SP_POP_GROW	NOR	2010	1.24567	
SP_POP_GROW	NOR	2011	1.29719	
SP_POP_GROW	NOR	2012	1.31344	
SP_POP_GROW	NOR	2013	1.2091399999999999	
SP_POP_GROW	NOR	2014	1.12774	
SP_POP_GROW	NOR	2015	1.13595	
SP_POP_GROW	POL	2003	-0.06749	
SP_POP_GROW	POL	2004	-0.05851	
SP_POP_GROW	POL	2005	-0.04395	
SP_POP_GROW	POL	2006	-0.06337000000000001	
SP_POP_GROW	POL	2007	-0.054310000000000004	
SP_POP_GROW	POL	2008	0.013640000000000001	
SP_POP_GROW	POL	2009	0.06776	
SP_POP_GROW	POL	2010	-0.28561	
SP_POP_GROW	POL	2011	0.053770000000000005	
SP_POP_GROW	POL	2013	-0.060360000000000004	
SP_POP_GROW	POL	2014	-0.07485	
SP_POP_GROW	POL	2015	-0.03221	
SP_POP_GROW	PRT	2003	0.37540999999999997	
SP_POP_GROW	PRT	2004	0.23913	
SP_POP_GROW	PRT	2005	0.18553	
SP_POP_GROW	PRT	2006	0.18033	
SP_POP_GROW	PRT	2007	0.1963	
SP_POP_GROW	PRT	2008	0.14419	
SP_POP_GROW	PRT	2009	0.09533	
SP_POP_GROW	PRT	2010	0.04591	
SP_POP_GROW	PRT	2011	-0.14708	
SP_POP_GROW	PRT	2012	-0.40542	
SP_POP_GROW	PRT	2013	-0.54882	
SP_POP_GROW	PRT	2014	-0.53919	
SP_POP_GROW	PRT	2015	-0.5052	
SP_POP_GROW	SVK	2003	-0.06582	
SP_POP_GROW	SVK	2004	-0.02036	
SP_POP_GROW	SVK	2005	0.00981	
SP_POP_GROW	SVK	2006		n
SP_POP_GROW	SVK	2007	0.02918	
SP_POP_GROW	SVK	2008	0.08576	
SP_POP_GROW	SVK	2009	0.13326	
SP_POP_GROW	SVK	2010	0.09319	
SP_POP_GROW	SVK	2011	0.12894	
SP_POP_GROW	SVK	2012	0.17018	
SP_POP_GROW	SVK	2013	0.10745999999999999	
SP_POP_GROW	SVK	2014	0.09705	
SP_POP_GROW	SVK	2015	0.09962	
SP_POP_GROW	AFG	2003	4.63909	
SP_POP_GROW	AFG	2004	4.31513	
SP_POP_GROW	AFG	2005	3.7587	
SP_POP_GROW	AFG	2006	3.16126	
SP_POP_GROW	AFG	2007	2.7182	
SP_POP_GROW	AFG	2008	2.4853099999999997	
SP_POP_GROW	AFG	2009	2.52563	
SP_POP_GROW	AFG	2010	2.7368900000000003	
SP_POP_GROW	AFG	2011	2.98398	
SP_POP_GROW	AFG	2012	3.13555	
SP_POP_GROW	AFG	2013	3.16434	
SP_POP_GROW	AFG	2014	3.03347	
SP_POP_GROW	AFG	2015	2.8029900000000003	
SP_POP_GROW	ALB	2003	-0.37415	
SP_POP_GROW	ALB	2004	-0.41793	
SP_POP_GROW	ALB	2005	-0.51179	
SP_POP_GROW	ALB	2006	-0.6309100000000001	
SP_POP_GROW	ALB	2007	-0.75572	
SP_POP_GROW	ALB	2008	-0.7673399999999999	
SP_POP_GROW	ALB	2009	-0.67389	
SP_POP_GROW	ALB	2010	-0.49646	
SP_POP_GROW	ALB	2011	-0.2833	
SP_POP_GROW	ALB	2012	-0.15617999999999999	
SP_POP_GROW	ALB	2013	-0.12403	
SP_POP_GROW	ALB	2014	-0.10355	
SP_POP_GROW	ALB	2015	-0.15517999999999998	
SP_POP_GROW	DZA	2003	1.25651	
SP_POP_GROW	DZA	2004	1.2953	
SP_POP_GROW	DZA	2005	1.3639	
SP_POP_GROW	DZA	2006	1.43679	
SP_POP_GROW	DZA	2007	1.50755	
SP_POP_GROW	DZA	2008	1.58991	
SP_POP_GROW	DZA	2009	1.6827299999999998	
SP_POP_GROW	DZA	2010	1.77605	
SP_POP_GROW	DZA	2011	1.8720599999999998	
SP_POP_GROW	DZA	2012	1.94809	
SP_POP_GROW	DZA	2013	1.97481	
SP_POP_GROW	DZA	2014	1.9404	
SP_POP_GROW	DZA	2015	1.8631	
SP_POP_GROW	AND	2003	5.1263	
SP_POP_GROW	AND	2004	4.64294	
SP_POP_GROW	AND	2005	3.61784	
SP_POP_GROW	AND	2006	2.6126099999999997	
SP_POP_GROW	AND	2007	1.7890400000000002	
SP_POP_GROW	AND	2008	0.8657299999999999	
SP_POP_GROW	AND	2009	-0.16599	
SP_POP_GROW	AND	2010	-1.24197	
SP_POP_GROW	AND	2011	-2.51055	
SP_POP_GROW	AND	2012	-3.72471	
SP_POP_GROW	AND	2013	-4.39968	
SP_POP_GROW	AND	2014	-4.19194	
SP_POP_GROW	AND	2015	-3.2294	
SP_POP_GROW	AGO	2003	3.5472	
SP_POP_GROW	AGO	2004	3.5553	
SP_POP_GROW	AGO	2005	3.50771	
SP_POP_GROW	AGO	2006	3.4486199999999996	
SP_POP_GROW	AGO	2007	3.4062099999999997	
SP_POP_GROW	AGO	2008	3.3741800000000004	
SP_POP_GROW	AGO	2009	3.35915	
SP_POP_GROW	AGO	2010	3.3536900000000003	
SP_POP_GROW	AGO	2011	3.34741	
SP_POP_GROW	AGO	2012	3.3315699999999997	
SP_POP_GROW	AGO	2013	3.3062	
SP_POP_GROW	AGO	2014	3.26955	
SP_POP_GROW	AGO	2015	3.2265099999999998	
SP_POP_GROW	ATG	2003	1.08617	
SP_POP_GROW	ATG	2004	1.0011	
SP_POP_GROW	ATG	2005	1.03116	
SP_POP_GROW	ATG	2006	1.08655	
SP_POP_GROW	ATG	2007	1.10805	
SP_POP_GROW	ATG	2008	1.12286	
SP_POP_GROW	ATG	2009	1.10691	
SP_POP_GROW	ATG	2010	1.07531	
SP_POP_GROW	ATG	2011	1.04799	
SP_POP_GROW	ATG	2012	1.03488	
SP_POP_GROW	ATG	2013	1.02316	
SP_POP_GROW	ATG	2014	1.0117	
SP_POP_GROW	ATG	2015	1.00484	
SP_POP_GROW	ARG	2003	1.10247	
SP_POP_GROW	ARG	2004	1.08857	
SP_POP_GROW	ARG	2005	1.07023	
SP_POP_GROW	ARG	2006	1.05017	
SP_POP_GROW	ARG	2007	1.03398	
SP_POP_GROW	ARG	2008	1.02539	
SP_POP_GROW	ARG	2009	1.02681	
SP_POP_GROW	ARG	2010	1.03445	
SP_POP_GROW	ARG	2011	1.04429	
SP_POP_GROW	ARG	2012	1.0498100000000001	
SP_POP_GROW	ARG	2013	1.0470700000000002	
SP_POP_GROW	ARG	2014	1.03306	
SP_POP_GROW	ARG	2015	1.01099	
SP_POP_GROW	ARM	2003	-0.35600000000000004	
SP_POP_GROW	ARM	2004	-0.34435	
SP_POP_GROW	ARM	2005	-0.36634	
SP_POP_GROW	ARM	2006	-0.42399	
SP_POP_GROW	ARM	2007	-0.46889	
SP_POP_GROW	ARM	2008	-0.43896	
SP_POP_GROW	ARM	2009	-0.30030999999999997	
SP_POP_GROW	ARM	2010	-0.0881	
SP_POP_GROW	ARM	2011	0.15133	
SP_POP_GROW	ARM	2012	0.34828000000000003	
SP_POP_GROW	ARM	2013	0.46405	
SP_POP_GROW	ARM	2014	0.46553	
SP_POP_GROW	ARM	2015	0.38374	
SP_POP_GROW	AZE	2003	0.75765	
SP_POP_GROW	AZE	2004	0.8754299999999999	
SP_POP_GROW	AZE	2005	1.02227	
SP_POP_GROW	AZE	2006	1.09859	
SP_POP_GROW	AZE	2007	1.13386	
SP_POP_GROW	AZE	2008	2.09985	
SP_POP_GROW	AZE	2009	2.07615	
SP_POP_GROW	AZE	2010	1.18979	
SP_POP_GROW	AZE	2011	1.3030000000000002	
SP_POP_GROW	AZE	2012	1.32876	
SP_POP_GROW	AZE	2013	1.29345	
SP_POP_GROW	AZE	2014	1.24821	
SP_POP_GROW	AZE	2015	1.21202	
SP_POP_GROW	BHS	2003	2.10816	
SP_POP_GROW	BHS	2004	2.12511	
SP_POP_GROW	BHS	2005	2.0572	
SP_POP_GROW	BHS	2006	1.97226	
SP_POP_GROW	BHS	2007	1.9049	
SP_POP_GROW	BHS	2008	1.83201	
SP_POP_GROW	BHS	2009	1.761	
SP_POP_GROW	BHS	2010	1.69091	
SP_POP_GROW	BHS	2011	1.61671	
SP_POP_GROW	BHS	2012	1.5362200000000001	
SP_POP_GROW	BHS	2013	1.4537200000000001	
SP_POP_GROW	BHS	2014	1.37025	
SP_POP_GROW	BHS	2015	1.28783	
SP_POP_GROW	BHR	2003	4.87399	
SP_POP_GROW	BHR	2004	5.91335	
SP_POP_GROW	BHR	2005	7.0506699999999976	
SP_POP_GROW	BHR	2006	8.1684	
SP_POP_GROW	BHR	2007	8.72374	
SP_POP_GROW	BHR	2008	8.332980000000001	
SP_POP_GROW	BHR	2009	7.007860000000001	
SP_POP_GROW	BHR	2010	5.25284	
SP_POP_GROW	BHR	2011	3.4821800000000005	
SP_POP_GROW	BHR	2012	2.08851	
SP_POP_GROW	BHR	2013	1.18153	
SP_POP_GROW	BHR	2014	0.9222799999999999	
SP_POP_GROW	BHR	2015	1.11765	
SP_POP_GROW	BGD	2003	1.726	
SP_POP_GROW	BGD	2004	1.6058	
SP_POP_GROW	BGD	2005	1.47035	
SP_POP_GROW	BGD	2006	1.3269600000000001	
SP_POP_GROW	BGD	2007	1.20335	
SP_POP_GROW	BGD	2008	1.12588	
SP_POP_GROW	BGD	2009	1.10906	
SP_POP_GROW	BGD	2010	1.1348799999999999	
SP_POP_GROW	BGD	2011	1.17293	
SP_POP_GROW	BGD	2012	1.1998799999999998	
SP_POP_GROW	BGD	2013	1.21635	
SP_POP_GROW	BGD	2014	1.21438	
SP_POP_GROW	BGD	2015	1.1985700000000001	
SP_POP_GROW	BRB	2003	0.28764	
SP_POP_GROW	BRB	2004	0.30439	
SP_POP_GROW	BRB	2005	0.33705	
SP_POP_GROW	BRB	2006	0.3741	
SP_POP_GROW	BRB	2007	0.40421	
SP_POP_GROW	BRB	2008	0.41953999999999997	
SP_POP_GROW	BRB	2009	0.41418999999999995	
SP_POP_GROW	BRB	2010	0.39424000000000003	
SP_POP_GROW	BRB	2011	0.36989	
SP_POP_GROW	BRB	2012	0.34793	
SP_POP_GROW	BRB	2013	0.32726	
SP_POP_GROW	BRB	2014	0.30996	
SP_POP_GROW	BRB	2015	0.29422	
SP_POP_GROW	BLZ	2003	2.60868	
SP_POP_GROW	BLZ	2004	2.55068	
SP_POP_GROW	BLZ	2005	2.57235	
SP_POP_GROW	BLZ	2006	2.6035	
SP_POP_GROW	BLZ	2007	2.59777	
SP_POP_GROW	BLZ	2008	2.56793	
SP_POP_GROW	BLZ	2009	2.50299	
SP_POP_GROW	BLZ	2010	2.41824	
SP_POP_GROW	BLZ	2011	2.3307700000000002	
SP_POP_GROW	BLZ	2012	2.2568900000000003	
SP_POP_GROW	BLZ	2013	2.1989400000000003	
SP_POP_GROW	BLZ	2014	2.15931	
SP_POP_GROW	BLZ	2015	2.13259	
SP_POP_GROW	BEN	2003	3.32829	
SP_POP_GROW	BEN	2004	3.2990800000000005	
SP_POP_GROW	BEN	2005	3.2236700000000003	
SP_POP_GROW	BEN	2006	3.14418	
SP_POP_GROW	BEN	2007	3.0777799999999997	
SP_POP_GROW	BEN	2008	3.0078099999999997	
SP_POP_GROW	BEN	2009	2.93696	
SP_POP_GROW	BEN	2010	2.86745	
SP_POP_GROW	BEN	2011	2.79546	
SP_POP_GROW	BEN	2012	2.7274700000000003	
SP_POP_GROW	BEN	2013	2.67481	
SP_POP_GROW	BEN	2014	2.64108	
SP_POP_GROW	BEN	2015	2.61997	
SP_POP_GROW	BTN	2003	2.9721599999999997	
SP_POP_GROW	BTN	2004	2.8403400000000003	
SP_POP_GROW	BTN	2005	2.63404	
SP_POP_GROW	BTN	2006	2.3910099999999996	
SP_POP_GROW	BTN	2007	2.15836	
SP_POP_GROW	BTN	2008	1.96438	
SP_POP_GROW	BTN	2009	1.83065	
SP_POP_GROW	BTN	2010	1.73889	
SP_POP_GROW	BTN	2011	1.6523700000000001	
SP_POP_GROW	BTN	2012	1.5536	
SP_POP_GROW	BTN	2013	1.45843	
SP_POP_GROW	BTN	2014	1.36495	
SP_POP_GROW	BTN	2015	1.2757399999999999	
SP_POP_GROW	BOL	2003	1.7989400000000002	
SP_POP_GROW	BOL	2004	1.7698599999999998	
SP_POP_GROW	BOL	2005	1.7428599999999999	
SP_POP_GROW	BOL	2006	1.71597	
SP_POP_GROW	BOL	2007	1.6891	
SP_POP_GROW	BOL	2008	1.6641400000000002	
SP_POP_GROW	BOL	2009	1.6415	
SP_POP_GROW	BOL	2010	1.62067	
SP_POP_GROW	BOL	2011	1.60025	
SP_POP_GROW	BOL	2012	1.58023	
SP_POP_GROW	BOL	2013	1.56185	
SP_POP_GROW	BOL	2014	1.54528	
SP_POP_GROW	BOL	2015	1.5298	
SP_POP_GROW	BIH	2003	0.23515	
SP_POP_GROW	BIH	2004	0.22396	
SP_POP_GROW	BIH	2005	0.19597	
SP_POP_GROW	BIH	2006	0.13366	
SP_POP_GROW	BIH	2007	0.04985	
SP_POP_GROW	BIH	2008	-0.017419999999999998	
