Indicator	iso3	Time	Value	Flag
XGOVEXP_IMF	ISL	2002	17.08744	
XGOVEXP_IMF	ISL	2003	16.3759	
XGOVEXP_IMF	ISL	2004	16.80605	
XGOVEXP_IMF	ISL	2005	17.8101	
XGOVEXP_IMF	ISL	2006	17.92558	
XGOVEXP_IMF	ISL	2007	17.21786	
XGOVEXP_IMF	ISL	2008	13.03326	
XGOVEXP_IMF	ISL	2009	15.16024	
XGOVEXP_IMF	ISL	2010	14.60397	
XGOVEXP_IMF	ISL	2011	15.41712	
XGOVEXP_IMF	ISL	2012	17.331429999999994	
XGOVEXP_IMF	ISL	2013	17.669420000000006	
XGOVEXP_IMF_02	BOL	1999	0.98672	
XGOVEXP_IMF_02	BOL	2000	1.18153	
XGOVEXP_IMF_02	BOL	2002	0.58607	
XGOVEXP_IMF_02	BOL	2003	0.65703	
XGOVEXP_IMF_02	BOL	2006	0.53485	
XGOVEXP_IMF_02	BOL	2008	0.48984	
XGOVEXP_IMF_02	BOL	2009	0.5874	
XGOVEXP_IMF_02	BOL	2010	0.6686	
XGOVEXP_IMF_02	BOL	2011	0.8053100000000001	
XGOVEXP_IMF_02	BOL	2012	0.79014	
XGOVEXP_IMF_02	BOL	2013	0.71924	
XGOVEXP_IMF_02	BOL	2014	0.8397	
XGOVEXP_IMF_5T8	UKR	2000	3.66395	
XGOVEXP_IMF_5T8	UKR	2001	4.08386	
XGOVEXP_IMF_5T8	UKR	2002	4.87751	
XGOVEXP_IMF_5T8	UKR	2003	4.4554300000000016	
XGOVEXP_IMF_5T8	UKR	2004	4.05625	
XGOVEXP_IMF_5T8	UKR	2005	4.05009	
XGOVEXP_IMF_5T8	UKR	2006	4.2453400000000014	
XGOVEXP_IMF_5T8	UKR	2007	4.22127	
XGOVEXP_IMF_5T8	UKR	2008	4.27498	
XGOVEXP_IMF_5T8	UKR	2009	4.87717	
XGOVEXP_IMF_5T8	UKR	2011	4.6390400000000005	
XGOVEXP_IMF_5T8	UKR	2012	4.42938	
XGOVEXP_IMF_5T8	UKR	2013	4.41952	
XGOVEXP_IMF_5T8	UKR	2014	4.1356	
XGOVEXP_IMF_1	BRB	1999	3.00126	‡
XGOVEXP_IMF_1	BRB	2000	3.86466	‡
XGOVEXP_IMF_1	BRB	2001	5.04982	‡
XGOVEXP_IMF_1	BRB	2002	4.22777	‡
XGOVEXP_IMF_1	BRB	2003	4.2019199999999985	‡
XGOVEXP_IMF_1	BRB	2004	4.20776	‡
XGOVEXP_IMF_1	BRB	2005	4.29437	‡
XGOVEXP_IMF_1	BRB	2008	4.94896	
XGOVEXP_IMF_02	CZE	1999	0.97983	
XGOVEXP_IMF_02	CZE	2000	0.96344	
XGOVEXP_IMF_02	CZE	2001	0.8545200000000001	
XGOVEXP_IMF_02	CZE	2002	0.8735799999999999	
XGOVEXP_IMF_02	CZE	2003	0.7804300000000001	
XGOVEXP_IMF_02	CZE	2004	0.87626	
XGOVEXP_IMF_02	CZE	2005	0.91547	
XGOVEXP_IMF_02	CZE	2006	0.92905	
XGOVEXP_IMF_02	CZE	2007	0.91313	
XGOVEXP_IMF_02	CZE	2008	0.96362	
XGOVEXP_IMF_02	CZE	2009	1.07005	
XGOVEXP_IMF_02	CZE	2010	1.08533	
XGOVEXP_IMF_02	CZE	2011	1.09462	
XGOVEXP_IMF_02	CZE	2012	1.1549200000000002	
XGOVEXP_IMF_02	CZE	2013	1.26938	
XGOVEXP_IMF_2	SLV	2000	1.6858	‡
XGOVEXP_IMF_2	SLV	2002	2.69339	‡
XGOVEXP_IMF_2	SLV	2003	2.53986	‡
XGOVEXP_IMF_2	SLV	2005	2.80144	‡
XGOVEXP_IMF_2	SLV	2006	2.29106	
XGOVEXP_IMF_2	SLV	2007	3.03644	
XGOVEXP_IMF_2	SLV	2008	2.72166	
XGOVEXP_IMF_2	SLV	2009	3.19108	
XGOVEXP_IMF_2	SLV	2010	2.9471	
XGOVEXP_IMF_2	SLV	2012	3.2662	
XGOVEXP_IMF_2	SLV	2013	3.32652	
XGOVEXP_IMF_2	SLV	2014	3.4226	
XGOVEXP_IMF_2	SLV	2015	3.37381	
XGOVEXP_IMF_3	KWT	2002	2.6358900000000003	
XGOVEXP_IMF_3	KWT	2003	2.63397	
XGOVEXP_IMF_3	KWT	2004	2.53172	
XGOVEXP_IMF_3	KWT	2005	2.40361	
XGOVEXP_IMF_3	KWT	2006	2.35828	
XGOVEXP_IMF_3	KWT	2008	2.24784	
XGOVEXP_IMF_3	KWT	2011	1.93945	
XGOVEXP_IMF_3	KWT	2014	1.33711	
XGOVEXP_IMF_2T3	VCT	2000	7.84362	
XGOVEXP_IMF_2T3	VCT	2005	7.167680000000002	
XGOVEXP_IMF_2T3	VCT	2007	6.36871	
XGOVEXP_IMF_2T3	VCT	2009	7.12343	
XGOVEXP_IMF_2T3	VCT	2010	5.61636	
XGOVEXP_IMF_2T3	VCT	2011	6.0717	
XGOVEXP_IMF_2T3	VCT	2013	6.6071800000000005	
XGOVEXP_IMF_2T3	VCT	2014	6.46379	
XGOVEXP_IMF_2T3	VCT	2015	6.92145	
XGOVEXP_IMF_4	MDG	2007	0.41562	
XGOVEXP_IMF_4	MDG	2008	0.46612	
XGOVEXP_IMF_4	MDG	2009	0.53767	
XGOVEXP_IMF_4	MDG	2011	0.6802600000000001	
XGOVEXP_IMF_4	MDG	2012	0.84144	
XGOVEXP_IMF_4	RWA	2005		a
XGOVEXP_IMF_4	RWA	2007		a
XGOVEXP_IMF_4	RWA	2008	0.26003000000000004	
XGOVEXP_IMF_4	RWA	2010	1.00021	
XGOVEXP_IMF_4	RWA	2011	0.93182	
XGOVEXP_IMF_4	RWA	2012	0.5905100000000001	
XGOVEXP_IMF_4	RWA	2013	0.61888	
XGOVEXP_IMF_4	RWA	2015	0.31021	‡
XGOVEXP_IMF_2T3	JAM	2003	5.51521	
XGOVEXP_IMF_2T3	JAM	2004	4.91834	
XGOVEXP_IMF_2T3	JAM	2005	5.41841	‡
XGOVEXP_IMF_2T3	JAM	2007	6.03914	
XGOVEXP_IMF_2T3	JAM	2008	8.15105	
XGOVEXP_IMF_2T3	JAM	2009	6.50371	
XGOVEXP_IMF_2T3	JAM	2010	5.88844	
XGOVEXP_IMF_2T3	JAM	2011	7.39285	
XGOVEXP_IMF_2T3	JAM	2012	7.365710000000001	
XGOVEXP_IMF_2T3	JAM	2013	8.176839999999999	
XGOVEXP_IMF_2T3	JAM	2014	6.855169999999998	
XGOVEXP_IMF_2T3	JAM	2015	7.90885	
XGOVEXP_IMF	LKA	2009	8.27079	
XGOVEXP_IMF	LKA	2010	8.60566	
XGOVEXP_IMF	LKA	2011	9.11016	
XGOVEXP_IMF	LKA	2012	8.39403	
XGOVEXP_IMF	LKA	2013	9.31442	
XGOVEXP_IMF	LKA	2014	10.78201	
XGOVEXP_IMF	LKA	2015	10.95026	
XGOVEXP_IMF_1	NIC	2004	7.4687	
XGOVEXP_IMF_1	NIC	2005	7.86005	
XGOVEXP_IMF_1	NIC	2006	7.2757	
XGOVEXP_IMF_1	NIC	2010	9.05866	
XGOVEXP_IMF_1	PRT	1999	3.5016300000000005	
XGOVEXP_IMF_1	PRT	2000	3.62427	
XGOVEXP_IMF_1	PRT	2001	3.66547	
XGOVEXP_IMF_1	PRT	2002	3.72363	
XGOVEXP_IMF_1	PRT	2003	3.53792	
XGOVEXP_IMF_1	PRT	2004	3.4214300000000004	
XGOVEXP_IMF_1	PRT	2005	3.32861	
XGOVEXP_IMF_1	PRT	2006	3.27315	
XGOVEXP_IMF_1	PRT	2007	3.08684	
XGOVEXP_IMF_1	PRT	2008	2.9893	
XGOVEXP_IMF_1	PRT	2009	2.99187	
XGOVEXP_IMF_1	PRT	2010	2.81218	
XGOVEXP_IMF_1	PRT	2011	2.83422	
XGOVEXP_IMF_1	PRT	2012	2.91208	
XGOVEXP_IMF_1	PRT	2013	3.13703	
XGOVEXP_IMF_1	PRT	2014	2.95541	
XGOVEXP_IMF	BRN	1999	8.89343	
XGOVEXP_IMF	BRN	2000	8.920739999999997	
XGOVEXP_IMF	BRN	2010	5.29154	
XGOVEXP_IMF	BRN	2011	9.18219	
XGOVEXP_IMF	BRN	2012	9.72782	
XGOVEXP_IMF	BRN	2014	9.98591	
XGOVEXP_IMF_4	SWZ	2000		n
XGOVEXP_IMF_4	SWZ	2001	0.85908	
XGOVEXP_IMF_4	SWZ	2002	0.35655	
XGOVEXP_IMF_4	SWZ	2003	0.35100000000000003	
XGOVEXP_IMF_4	SWZ	2004	0.39039	
XGOVEXP_IMF_4	SWZ	2005	0.10453	
XGOVEXP_IMF_4	SWZ	2006	0.39299	
XGOVEXP_IMF_4	SWZ	2008	0.49332	
XGOVEXP_IMF_4	SWZ	2009	0.09089	
XGOVEXP_IMF_4	SWZ	2010	0.09582	
XGOVEXP_IMF_4	SWZ	2011	0.117	
XGOVEXP_IMF_4	SWZ	2014	0.07715	
XGOVEXP_IMF_02	JOR	1999	0.0115	
XGOVEXP_IMF_02	JOR	2001	0.01277	
XGOVEXP_IMF_02	JOR	2002	0.0219	
XGOVEXP_IMF_02	JOR	2003	0.04565	
XGOVEXP_IMF_02	JOR	2004	0.05034	
XGOVEXP_IMF_02	JOR	2005	0.060370000000000014	
XGOVEXP_IMF_02	JOR	2006	0.05885	
XGOVEXP_IMF_02	JOR	2007	0.05222	
XGOVEXP_IMF_02	JOR	2008	0.10545999999999997	
XGOVEXP_IMF_02	JOR	2009	0.06892000000000001	
XGOVEXP_IMF_02	JOR	2011	0.08334	
XGOVEXP_IMF	NAM	1999	23.04277	
XGOVEXP_IMF	NAM	2000	21.92506	
XGOVEXP_IMF	NAM	2001	22.77571	‡
XGOVEXP_IMF	NAM	2002	21.83686	‡
XGOVEXP_IMF	NAM	2003	20.32821	
XGOVEXP_IMF	NAM	2006	21.60299	
XGOVEXP_IMF	NAM	2008	25.07235	
XGOVEXP_IMF	NAM	2010	26.19325	
XGOVEXP_IMF_1	TGO	1999	8.87721	
XGOVEXP_IMF_1	TGO	2000	11.86735	
XGOVEXP_IMF_1	TGO	2001	12.7084	
XGOVEXP_IMF_1	TGO	2002	15.43552	
XGOVEXP_IMF_1	TGO	2003	13.62316	
XGOVEXP_IMF_1	TGO	2004	9.34255	
XGOVEXP_IMF_1	TGO	2005	7.38563	
XGOVEXP_IMF_1	TGO	2006	5.81274	
XGOVEXP_IMF_1	TGO	2007	7.39328	
XGOVEXP_IMF_1	TGO	2008	8.46888	
XGOVEXP_IMF_1	TGO	2009	9.72538	
XGOVEXP_IMF_1	TGO	2010	10.13664	
XGOVEXP_IMF_1	TGO	2011	9.09472	
XGOVEXP_IMF_1	TGO	2012	11.25004	
XGOVEXP_IMF_1	TGO	2013	10.07643	
XGOVEXP_IMF_1	TGO	2014	11.20847	
XGOVEXP_IMF_1	TGO	2015	11.59569	
XGOVEXP_IMF_02	MDA	2006	2.94705	
XGOVEXP_IMF_02	MDA	2007	3.0775	
XGOVEXP_IMF_02	MDA	2008	3.52287	
XGOVEXP_IMF_02	MDA	2009	3.90535	
XGOVEXP_IMF_02	MDA	2010	4.3381300000000005	
XGOVEXP_IMF_02	MDA	2011	4.52862	
XGOVEXP_IMF_02	MDA	2012	4.54714	
XGOVEXP_IMF_02	MDA	2014	3.93969	
XGOVEXP_IMF_02	MDA	2015	4.63897	
XGOVEXP_IMF	LTU	2001	16.670279999999998	
XGOVEXP_IMF	LTU	2002	17.4651	
XGOVEXP_IMF	LTU	2003	15.930979999999998	
XGOVEXP_IMF	LTU	2004	15.57213	
XGOVEXP_IMF	LTU	2005	14.57956	
XGOVEXP_IMF	LTU	2006	14.28965	
XGOVEXP_IMF	LTU	2007	13.32594	
XGOVEXP_IMF	LTU	2008	13.05296	
XGOVEXP_IMF	LTU	2009	12.77761	
XGOVEXP_IMF	LTU	2010	12.85882	
XGOVEXP_IMF	LTU	2011	12.33635	
XGOVEXP_IMF	LTU	2012	13.53597	
XGOVEXP_IMF	LTU	2013	13.28802	
XGOVEXP_IMF_1	IND	1999	5.3012	
XGOVEXP_IMF_1	IND	2000	6.5712199999999985	
XGOVEXP_IMF_1	IND	2001	5.89492	
XGOVEXP_IMF_1	IND	2003	4.66194	
XGOVEXP_IMF_1	IND	2004	4.20213	
XGOVEXP_IMF_1	IND	2005	4.10421	
XGOVEXP_IMF_1	IND	2006	4.16862	
XGOVEXP_IMF_1	IND	2009	2.88741	
XGOVEXP_IMF_1	IND	2010	2.95995	
XGOVEXP_IMF_1	IND	2011	3.63077	
XGOVEXP_IMF_1	IND	2012	3.82685	
XGOVEXP_IMF_1	IND	2013	4.002	
XGOVEXP_IMF_2	MOZ	2006	3.45622	
XGOVEXP_IMF_2	MOZ	2012	3.58247	
XGOVEXP_IMF_2	MOZ	2013	3.60138	
XGOVEXP_IMF_2T3	THA	2000	6.21328	
XGOVEXP_IMF_2T3	THA	2001	4.97711	
XGOVEXP_IMF_2T3	THA	2004	5.14727	
XGOVEXP_IMF_2T3	THA	2008	2.59012	
XGOVEXP_IMF_2T3	THA	2009	2.83538	
XGOVEXP_IMF_2T3	THA	2010	4.64158	
XGOVEXP_IMF_2T3	THA	2011	4.8548300000000015	
XGOVEXP_IMF_2T3	THA	2012	6.1255	
XGOVEXP_IMF_2T3	THA	2013	5.62317	
XGOVEXP_IMF_1	SMR	2010	3.41718	
XGOVEXP_IMF_1	SMR	2011	3.54552	
XGOVEXP_IMF_1	CHL	2000	7.055630000000002	
XGOVEXP_IMF_1	CHL	2002	7.3184	
XGOVEXP_IMF_1	CHL	2003	7.00523	
XGOVEXP_IMF_1	CHL	2004	6.41252	
XGOVEXP_IMF_1	CHL	2005	6.04453	
XGOVEXP_IMF_1	CHL	2006	5.81334	
XGOVEXP_IMF_1	CHL	2007	5.92951	
XGOVEXP_IMF_1	CHL	2008	6.32364	
XGOVEXP_IMF_1	CHL	2009	6.18363	
XGOVEXP_IMF_1	CHL	2010	5.65322	
XGOVEXP_IMF_1	CHL	2011	5.8065	
XGOVEXP_IMF_1	CHL	2012	6.29939	
XGOVEXP_IMF_1	CHL	2013	5.7275	
XGOVEXP_IMF_1	CHL	2014	4.93302	
XGOVEXP_IMF_1	CHL	2015	4.84195	
XGOVEXP_IMF_02	TUR	1999		n
XGOVEXP_IMF_02	TUR	2000		n
XGOVEXP_IMF_02	TUR	2001		n
XGOVEXP_IMF_02	TUR	2002		n
XGOVEXP_IMF_02	TUR	2003		n
XGOVEXP_IMF_02	TUR	2004	0.05101	
XGOVEXP_IMF_02	TUR	2006		n
XGOVEXP_IMF_02	TUR	2012	0.40152	
XGOVEXP_IMF_02	TUR	2013	0.4244	
XGOVEXP_IMF_2	DZA	1999	3.53395	‡
XGOVEXP_IMF_2	DZA	2000	3.25625	‡
XGOVEXP_IMF_2	DZA	2002	3.08101	‡
XGOVEXP_IMF_2	DZA	2003	3.32525	‡
XGOVEXP_IMF_2	IDN	2007	2.181	
XGOVEXP_IMF_2	IDN	2008	2.02168	
XGOVEXP_IMF_2	IDN	2009	2.86332	
XGOVEXP_IMF_2	IDN	2010	2.36198	
XGOVEXP_IMF_2	IDN	2012	2.3126900000000004	
XGOVEXP_IMF_2	IDN	2013	2.41202	
XGOVEXP_IMF_2	IDN	2014	2.45369	
XGOVEXP_IMF_2	IDN	2015	2.86451	
XGOVEXP_IMF_1	BTN	2004	3.62072	
XGOVEXP_IMF_1	BTN	2005	5.09917	
XGOVEXP_IMF_1	BTN	2008	3.6562	
XGOVEXP_IMF_1	BTN	2009	3.83334	
XGOVEXP_IMF_1	BTN	2010	3.53107	
XGOVEXP_IMF_1	BTN	2011	4.11466	
XGOVEXP_IMF_1	BTN	2013	3.41136	
XGOVEXP_IMF_1	BTN	2014	5.44473	
XGOVEXP_IMF_1	BTN	2015	14.54296	
XGOVEXP_IMF_2T3	EST	1999	5.62754	
XGOVEXP_IMF_2T3	EST	2001	6.20035	
XGOVEXP_IMF_2T3	EST	2002	6.25903	
XGOVEXP_IMF_2T3	EST	2003	6.739389999999998	
XGOVEXP_IMF_2T3	EST	2004	6.702610000000001	
XGOVEXP_IMF_2T3	EST	2005	6.3491800000000005	
XGOVEXP_IMF_2T3	EST	2007	5.80952	
XGOVEXP_IMF_2T3	EST	2008	5.8532	
XGOVEXP_IMF_2T3	EST	2009	5.41792	
XGOVEXP_IMF_2T3	EST	2010	5.49035	
XGOVEXP_IMF_2T3	EST	2011	4.88628	
XGOVEXP_IMF_2T3	EST	2012	4.37312	
XGOVEXP_IMF_2T3	EST	2013	3.70426	
XGOVEXP_IMF_2T3	EST	2014	3.72112	
XGOVEXP_IMF_1	MUS	2001	3.9713	
XGOVEXP_IMF_1	MUS	2002	3.51381	
XGOVEXP_IMF_1	MUS	2003	4.9965199999999985	‡
XGOVEXP_IMF_1	MUS	2004	4.8537300000000005	‡
XGOVEXP_IMF_1	MUS	2005	4.298	
XGOVEXP_IMF_1	MUS	2006	3.71059	
XGOVEXP_IMF_1	MUS	2008	3.39466	
XGOVEXP_IMF_1	MUS	2009	3.08165	
XGOVEXP_IMF_1	MUS	2010	3.92917	
XGOVEXP_IMF_1	MUS	2011	3.7528	
XGOVEXP_IMF_1	MUS	2012	3.95169	
XGOVEXP_IMF_1	MUS	2013	4.06269	
XGOVEXP_IMF_1	MUS	2014	4.7418	
XGOVEXP_IMF_1	MUS	2015	3.92142	
XGOVEXP_IMF_02	DJI	2008		n
XGOVEXP_IMF_02	DJI	2010		n
XGOVEXP_IMF_5T8	JPN	1999	1.35723	
XGOVEXP_IMF_5T8	JPN	2000	1.50534	
XGOVEXP_IMF_5T8	JPN	2001	1.45195	
XGOVEXP_IMF_5T8	JPN	2002	1.46729	
XGOVEXP_IMF_5T8	JPN	2003	1.6705	
XGOVEXP_IMF_5T8	JPN	2004	1.7825099999999998	
XGOVEXP_IMF_5T8	JPN	2005	1.7755599999999998	
XGOVEXP_IMF_5T8	JPN	2006	1.7790700000000002	
XGOVEXP_IMF_5T8	JPN	2007	1.8452	
XGOVEXP_IMF_5T8	JPN	2008	1.94819	
XGOVEXP_IMF_5T8	JPN	2010	1.89964	
XGOVEXP_IMF_5T8	JPN	2011	1.89034	
XGOVEXP_IMF_5T8	JPN	2012	1.90886	
XGOVEXP_IMF_5T8	JPN	2013	1.91541	
XGOVEXP_IMF_5T8	JPN	2014	1.92818	
XGOVEXP_IMF_4	GIN	2004	0.92861	
XGOVEXP_IMF_4	GIN	2005	0.6784600000000001	
XGOVEXP_IMF_4	GIN	2008	0.60624	
XGOVEXP_IMF_4	GIN	2009		a
XGOVEXP_IMF_4	GIN	2010		a
XGOVEXP_IMF_4	GIN	2011		a
XGOVEXP_IMF_4	GIN	2012		a
XGOVEXP_IMF_4	GIN	2013		a
XGOVEXP_IMF_4	GIN	2014		a
XGOVEXP_IMF_2T3	BHR	2013	3.57807	
XGOVEXP_IMF_2T3	BHR	2014	3.41972	
XGOVEXP_IMF_2T3	BHR	2015	3.38796	
XGOVEXP_IMF_3	URY	1999	1.54536	
XGOVEXP_IMF_3	URY	2000	1.57782	
XGOVEXP_IMF_3	URY	2001	1.58819	
XGOVEXP_IMF_3	URY	2002	0.99618	
XGOVEXP_IMF_3	URY	2003	0.8310200000000001	
XGOVEXP_IMF_3	URY	2004	1.37197	
XGOVEXP_IMF_3	URY	2005	1.59955	
XGOVEXP_IMF_3	URY	2006	1.63094	
XGOVEXP_IMF_3	URY	2011	2.24623	
XGOVEXP_IMF_5T8	RUS	2000	1.44252	
XGOVEXP_IMF_5T8	RUS	2001	1.5955700000000002	
XGOVEXP_IMF_5T8	RUS	2002	1.80146	
XGOVEXP_IMF_5T8	RUS	2003	1.94473	
XGOVEXP_IMF_5T8	RUS	2004	2.04566	
XGOVEXP_IMF_5T8	RUS	2005	2.51636	
XGOVEXP_IMF_5T8	RUS	2006	2.72082	
XGOVEXP_IMF_5T8	RUS	2008	2.76419	
XGOVEXP_IMF_5T8	RUS	2012	2.35773	
XGOVEXP_IMF_2	CYP	2000	3.3757	
XGOVEXP_IMF_2	CYP	2001	3.54876	
XGOVEXP_IMF_2	CYP	2002	3.69011	
XGOVEXP_IMF_2	CYP	2003	3.74094	
XGOVEXP_IMF_2	CYP	2004	3.45333	
XGOVEXP_IMF_2	CYP	2005	3.32049	
XGOVEXP_IMF_2	CYP	2006	3.45891	
XGOVEXP_IMF_2	CYP	2007	3.35835	
XGOVEXP_IMF_2	CYP	2008	3.52712	
XGOVEXP_IMF_2	CYP	2009	3.43476	
XGOVEXP_IMF_2	CYP	2010	3.1629	
XGOVEXP_IMF_2	CYP	2011	3.13286	
XGOVEXP_IMF_2	CYP	2013	2.98084	
XGOVEXP_IMF_2	CYP	2014	3.1879	
XGOVEXP_IMF_02	POL	1999	0.95821	
XGOVEXP_IMF_02	POL	2000	1.27536	
XGOVEXP_IMF_02	POL	2001	1.02253	
XGOVEXP_IMF_02	POL	2002	0.94263	
XGOVEXP_IMF_02	POL	2003	1.04745	
XGOVEXP_IMF_02	POL	2004	1.24219	
XGOVEXP_IMF_02	POL	2005	1.21526	
XGOVEXP_IMF_02	POL	2006	1.27977	
XGOVEXP_IMF_02	POL	2007	1.15474	
XGOVEXP_IMF_02	POL	2008	1.2723799999999998	
XGOVEXP_IMF_02	POL	2009	1.13686	
XGOVEXP_IMF_02	POL	2010	1.1149	
XGOVEXP_IMF_02	POL	2011	1.21009	
XGOVEXP_IMF_02	POL	2012	1.29408	
XGOVEXP_IMF_02	POL	2013	1.38417	
XGOVEXP_IMF_02	POL	2014	1.44638	
XGOVEXP_IMF_1	SYR	1999	6.7856	
XGOVEXP_IMF_1	SYR	2000	7.56803	
XGOVEXP_IMF_1	SYR	2002	7.467119999999999	
XGOVEXP_IMF_1	SYR	2007	8.10229	
XGOVEXP_IMF_1	SYR	2009	7.45737	
XGOVEXP_IMF_2T3	NOR	2002	5.3853	
XGOVEXP_IMF_2T3	NOR	2003	5.67935	
XGOVEXP_IMF_2T3	NOR	2004	5.80315	
XGOVEXP_IMF_2T3	NOR	2005	5.97515	
XGOVEXP_IMF_2T3	NOR	2006	5.70532	
XGOVEXP_IMF_2T3	NOR	2007	5.79051	
XGOVEXP_IMF_2T3	NOR	2008	5.62186	
XGOVEXP_IMF_2T3	NOR	2009	5.53555	
XGOVEXP_IMF_2T3	NOR	2010	5.40776	
XGOVEXP_IMF_2T3	NOR	2011	5.289630000000002	
XGOVEXP_IMF	CRI	1999	21.92369	
XGOVEXP_IMF	CRI	2000	18.81951	
XGOVEXP_IMF	CRI	2001	19.15282	
XGOVEXP_IMF	CRI	2002	19.2405	
XGOVEXP_IMF	CRI	2003	20.15172	‡
XGOVEXP_IMF	CRI	2004	20.43089	
XGOVEXP_IMF	CRI	2006	20.64334	
XGOVEXP_IMF	CRI	2007	21.02189	
XGOVEXP_IMF	CRI	2008	20.81096	
XGOVEXP_IMF	CRI	2009	23.40822	
XGOVEXP_IMF	CRI	2010	22.88089	
XGOVEXP_IMF	CRI	2011	23.00962	
XGOVEXP_IMF	CRI	2012	23.50156	
XGOVEXP_IMF	CRI	2013	22.83091	
XGOVEXP_IMF	CRI	2014	23.10953	
XGOVEXP_IMF	CRI	2015	23.38043	
XGOVEXP_IMF_2T3	CHE	1999	5.94467	
XGOVEXP_IMF_2T3	CHE	2000	6.10902	
XGOVEXP_IMF_2T3	CHE	2001	6.10832	
XGOVEXP_IMF_2T3	CHE	2002	6.14956	
XGOVEXP_IMF_2T3	CHE	2003	5.96752	
XGOVEXP_IMF_2T3	CHE	2004	5.81622	
XGOVEXP_IMF_2T3	CHE	2005	5.98471	
XGOVEXP_IMF_2T3	CHE	2006	5.98984	
XGOVEXP_IMF_2T3	CHE	2007	5.9885199999999985	
XGOVEXP_IMF_2T3	CHE	2008	7.24475	
XGOVEXP_IMF_2T3	CHE	2009	6.4701900000000006	
XGOVEXP_IMF_2T3	CHE	2010	6.3547699999999985	
XGOVEXP_IMF_2T3	CHE	2011	6.10494	
XGOVEXP_IMF_2T3	CHE	2012	6.06281	
XGOVEXP_IMF_2T3	CHE	2014	5.84089	
XGOVEXP_IMF_02	MYS	2000	0.20348	
XGOVEXP_IMF_02	MYS	2001	0.2503	
XGOVEXP_IMF_02	MYS	2002	0.20206	
XGOVEXP_IMF_02	MYS	2003	0.18334	
XGOVEXP_IMF_02	MYS	2004	0.23854	
XGOVEXP_IMF_02	MYS	2006	0.25021	
XGOVEXP_IMF_02	MYS	2007	0.2419	
XGOVEXP_IMF_02	MYS	2008	0.2277	
XGOVEXP_IMF_02	MYS	2009	0.21928000000000006	
XGOVEXP_IMF_02	MYS	2010	0.2165	
XGOVEXP_IMF_02	MYS	2011	0.35096	
XGOVEXP_IMF_02	MYS	2012	0.69308	
XGOVEXP_IMF_02	MYS	2013	0.60746	
XGOVEXP_IMF_02	MYS	2014	0.66015	
XGOVEXP_IMF_02	MYS	2015	0.61239	
XGOVEXP_IMF_2	PAN	1999	3.74277	
XGOVEXP_IMF_2	PAN	2007	0.54313	
XGOVEXP_IMF_02	BGD	1999		n
XGOVEXP_IMF_02	BGD	2000		n
XGOVEXP_IMF_02	BGD	2001		n
XGOVEXP_IMF_02	BGD	2002		n
XGOVEXP_IMF_02	BGD	2003		n
XGOVEXP_IMF_02	BGD	2004		n
XGOVEXP_IMF_02	BGD	2006		n
XGOVEXP_IMF_02	BGD	2007		n
XGOVEXP_IMF_02	BGD	2008		n
XGOVEXP_IMF_02	BGD	2009		n
XGOVEXP_IMF_02	BGD	2010		n
XGOVEXP_IMF_02	BGD	2011		n
XGOVEXP_IMF_02	BGD	2012		n
XGOVEXP_IMF_02	BGD	2016		n
XGOVEXP_IMF_2T3	GMB	2001	1.21526	
XGOVEXP_IMF_2T3	GMB	2002	1.34673	
XGOVEXP_IMF_2T3	GMB	2003	1.55791	
XGOVEXP_IMF_2T3	GMB	2004	1.06347	
XGOVEXP_IMF_2T3	GMB	2005	1.21257	
XGOVEXP_IMF_2T3	GMB	2006	1.17259	
XGOVEXP_IMF_2T3	GMB	2007	1.5548	
XGOVEXP_IMF_2T3	GMB	2008	5.34531	
XGOVEXP_IMF_2T3	GMB	2009	3.99556	
XGOVEXP_IMF_2T3	GMB	2010	4.12121	
XGOVEXP_IMF_2T3	GMB	2011	4.1056	
XGOVEXP_IMF_2T3	GMB	2012	4.3276	
XGOVEXP_IMF_2T3	GMB	2013	3.64755	
XGOVEXP_IMF_1	GBR	1999	2.88274	
XGOVEXP_IMF_1	GBR	2000	2.9782900000000003	
XGOVEXP_IMF_1	GBR	2001	3.0695900000000003	
XGOVEXP_IMF_1	GBR	2002	3.20282	
XGOVEXP_IMF_1	GBR	2003	3.46635	
XGOVEXP_IMF_1	GBR	2004	3.3911300000000004	
XGOVEXP_IMF_1	GBR	2005	3.48587	
XGOVEXP_IMF_1	GBR	2006	3.88784	
XGOVEXP_IMF_1	GBR	2007	3.98228	
XGOVEXP_IMF_1	GBR	2008	4.08763	
XGOVEXP_IMF_1	GBR	2009	3.92303	
XGOVEXP_IMF_1	GBR	2010	3.8977	
XGOVEXP_IMF_1	GBR	2011	3.9084	
XGOVEXP_IMF_1	GBR	2013	3.8504	
XGOVEXP_IMF_1	GBR	2014	3.9498	
XGOVEXP_IMF_1	GBR	2015	4.4648	
XGOVEXP_IMF_1	MAR	1999	10.03242	
XGOVEXP_IMF_1	MAR	2000	8.835180000000003	
XGOVEXP_IMF_1	MAR	2001	8.19324	
XGOVEXP_IMF_1	MAR	2002	7.9016	
XGOVEXP_IMF_1	MAR	2003	8.279530000000001	‡
XGOVEXP_IMF_1	MAR	2004	8.03381	
XGOVEXP_IMF_1	MAR	2005	8.17758	
XGOVEXP_IMF_1	MAR	2006	7.47885	
XGOVEXP_IMF_1	MAR	2007	6.04734	
